Keyword;Avg. monthly searches;Mudança em três meses;Mudança YoY;Competition;Competition (indexed value);Top of page bid (low range);Top of page bid (high range);Ad impression share;Organic impression share;Organic average position;In account?;In plan?;Searches: Mar 2025;Searches: Apr 2025;Searches: May 2025;Searches: Jun 2025;Searches: Jul 2025;Searches: Aug 2025;Searches: Sep 2025;Searches: Oct 2025;Searches: Nov 2025;Searches: Dec 2025;Searches: Jan 2026;Searches: Feb 2026
lanterna traseira astra sedan;50;∞;0%;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira astra sedan 2002 original;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira astra wagon 95;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira asx;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira asx 2012;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira asx 2015;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira atego;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira audi a3;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira audi a3 original;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira audi a3 sportback;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira audi q3;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira axor 2544;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira azera 2011;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira belina;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira belina 1;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira belina 2;50;∞;∞;Baixo;0;;;;;;;;;;;;;;;;;;;
lanterna traseira bipartida lateral convencional;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira biz;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira biz 100;50;∞;0%;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira biz 125 original honda;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira blazer;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira blazer 2000;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira bmw 320i;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira bmw 320i 2015;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira bmw x1;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira bora 2001;50;∞;∞;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira bora 2006;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira bravo 2013;50;∞;∞;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira bros 150;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira bros 160 original;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira c3;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira c3 2006;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira c3 2011;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira c3 2012;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira c3 2013;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira c3 2014;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira c3 2015;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira c4 cactus 2022;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira c4 hatch;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira c4 lounge 2015;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira c4 pallas 2011;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira caminhao led 12v;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira caminhao led 24v;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira caminhão led;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira caminhão mercedes;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira caminhão vw;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira captiva;50;∞;∞;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira captur;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira captur 2019;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira caravan;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira cargo;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira carreta facchini;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira carreta facchini led;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira carreta guerra;50;∞;∞;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira carreta led;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira carreta randon;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira carreta universal;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira carretinha;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira carretinha led;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira carro;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira celta;50;∞;0%;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira celta 2001;50;∞;∞;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira celta 2003;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira celta 2003 original;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira celta 2004;50;∞;0%;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira celta 2005;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira celta 2005 original;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira celta 2006;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira celta 2007;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira celta 2007 original;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira celta 2008;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira celta 2009;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira celta 2009 original;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira celta 2010;50;∞;0%;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira celta 2012;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira celta 2013;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira celta 2013 original;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira cerato 2011;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira cerato 2014;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira cerato 2015;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira cg 125;50;∞;∞;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira chevette;50;∞;0%;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira chevette 86;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira chevette esportiva;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira chevette original;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira citroen c3;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira citroen c3 2014;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira citroen c3 original;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira citroen c4 cactus;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira citroen c4 hatch;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira citroen c4 pallas;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira citroen jumpy;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira city 2013;50;0%;∞;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira civic;50;∞;∞;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira civic 2002;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira civic 2003;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira civic 2005;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira civic 2007;50;∞;∞;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira civic 2008;50;0%;∞;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira civic 2011;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira civic 2012;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira civic 2013;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira civic 2014;50;∞;∞;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira civic 2022;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira civic g10;50;∞;0%;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira civic g9;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira classic;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira classic 2008;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira classic 2009;50;∞;∞;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira classic 2011;50;∞;∞;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira classic 2012;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira classic 2013;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira clio;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira clio 2000;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira clio 2001;50;∞;0%;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira clio 2002;50;0%;0%;Baixo;0;;;;;;;;;;;;;;;;;;;
lanterna traseira clio 2003;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira clio 2005;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira clio 2011;50;∞;0%;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira clio 2011 original;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira clio 2013;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira clio 2014;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira clio 2015;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira clio hatch 2002;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira clio sedan;50;∞;0%;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira clio sedan 2004;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira clio sedan 2006;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira cobalt;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira cobalt 2013 original;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira cobalt 2014;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira cobalt 2015;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira cobalt 2015 original preço;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira cobalt 2016;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira cobalt 2017;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira cobalt 2019 original;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira compass 2018;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira compass 2021;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira completa;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira constellation;50;∞;0%;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira constellation led;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira convencional;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira corcel 1;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira corcel 2 original;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira corolla;50;∞;0%;Alto;71;;;;;;;;;;;;;;;;;;;
lanterna traseira corolla 2000;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira corolla 2004;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira corolla 2005;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira corolla 2007;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira corolla 2007 original;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira corolla 2009;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira corolla 2009 original;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira corolla 2010;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira corolla 2010 original;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira corolla 2011;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira corolla 2012;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira corolla 2013;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira corolla 2013 original;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira corolla 2014;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira corolla 2014 original;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira corolla 2015;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira corolla 2015 original;50;∞;∞;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira corolla 2017;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira corolla 2018;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira corolla 2018 original;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira corolla 2019 original;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira corolla 2020 original;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira corolla 2021 original;50;∞;∞;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira corolla 2022;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira corolla cross;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira corsa;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira corsa 2000;50;∞;0%;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira corsa 2001;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira corsa 2008;50;∞;∞;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira corsa 2012;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira corsa 97;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira corsa 97 4 portas;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira corsa 98;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira corsa 98 4 portas original;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira corsa 99;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira corsa classic 2003;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira corsa classic 2008;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira corsa classic 2008 original;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira corsa classic 2010 original;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira corsa classic 2011;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira corsa classic 2012 original;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira corsa classic 2013 original;50;∞;0%;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira corsa classic original;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira corsa hatch 2001 4 portas;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira corsa hatch 2008;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira corsa hatch 2008 original;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira corsa hatch 2009;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira corsa hatch 2009 original;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira corsa hatch original;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira corsa maxx;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira corsa maxx sedan;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira corsa montana;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira corsa sedan;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira corsa sedan 2001;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira corsa sedan 2004;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira corsa sedan 2005;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira corsa sedan 2008;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira corsa sedan 98;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira corsa sedan 99;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira corsa sedan original;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira corsa super 97;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira corsa wagon;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira corsa wind;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira corsa wind 2001;50;∞;∞;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira corsa wind 4 portas;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira corsa wind 95;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira corsa wind 96;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira corsa wind original;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira courier;50;∞;∞;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira creta 2022;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira creta original;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira crossfox 2011;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira cruze;50;∞;0%;Baixo;17;;;;;;;;;;;;;;;;;;;
lanterna traseira cruze 2012;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira cruze 2013;50;∞;∞;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira cruze sedan;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira cruze sedan original;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira crv 2010;50;∞;∞;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira crv 2011;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira crv 2012;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira custom universal;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira da;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira da amarok;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira da belina;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira da biz;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira da biz 100;50;∞;0%;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira da biz 125;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira da biz 2012;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira da carreta;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira da carreta guerra;50;∞;∞;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira da carretinha;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira da cb 300;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira da chevy 500;50;∞;∞;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira da courier;50;∞;∞;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira da d20;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira da ducato;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira da ecosport;50;0%;∞;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira da ecosport 2007;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira da ecosport 2008;50;∞;∞;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira da ecosport 2009;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira da ecosport 2011;50;∞;∞;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira da f1000;50;0%;∞;Médio;43;;;;;;;;;;;;;;;;;;;
lanterna traseira da f4000;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira da fan 125;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira da fan 150;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira da fiat strada;50;∞;∞;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira da fiat toro;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira da fiorino;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira da fiorino 2015;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira da frontier 2010;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira da guerra;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira da hilux 2008;50;∞;0%;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira da hilux 2009;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira da hilux 2010;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira da hilux 2011;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira da hilux 2012;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira da hilux 2013;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira da hilux 2015;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira da hilux 2017;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira da hr;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira da intruder 125;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira da ipanema;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira da kombi;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira da kombi original;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira da l200 outdoor;50;∞;0%;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira da mercedes;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira da meriva;50;∞;∞;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira da meriva 2010;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira da meriva 2012;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira da montana;50;∞;0%;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira da montana 2004;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira da montana 2008;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira da montana 2009;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira da montana 2010;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira da montana 2013;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira da oroch;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira da palio weekend;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira da palio weekend 97;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
